quality	second_url	first_url	dataset
OK	https://www.seonews.ru/events/nesupergeroi-spetsproekt-elama-i-ppc-world-po-podderzhke-biznesa/	https://www.likeni.ru/events/nesupergeroi-spetsproekt-elama-i-ppc-world-po-podderzhke-biznesa/	0529
BAD	https://riafan.ru/1280155-press-sluzhba-glavy-udmurtii-zdorove-pozvolyaet-brechalovu-ispolnyat-sluzhebnye-obyazannosti	https://www.znak.com/2020-05-27/vrio_glavy_gu_mchs_zauralya_vylechilsya_ot_koronavirusa_i_vstretilsya_s_gubernatorom	0529
OK	https://www.kommersant.ru/doc/4357708	https://news.mail.ru/politics/41953957/	0529
OK	https://tass.ru/obschestvo/8573173?utm_source=vk.com&utm_medium=social&utm_campaign=smm_social_share	http://www.trud.ru/article/27-05-2020/1390321_rossijane_rasskazali_o_svoem_videnii_postkovidnoj_zhizni.html	0529
OK	http://www.vest-news.ru/news/146799	https://bel.ru/news/culture/27-05-2020/v-videoservise-wink-teper-dostupna-kollektsiya-audioknig-ot-litres	0529
BAD	https://asninfo.ru/news/90973-nachalsya-priyem-zayavok-na-konkurs-luchshikh-proyektov-sozdaniya-komfortnoy-gorodskoy-sredy	https://sakhalinmedia.ru/news/950381/	0529
OK	https://tass.ru/moskva/8576955	https://car.ru/news/automobili/75911-na-stolichnyie-dorogi-vernulis-probki/	0529
OK	https://footballhd.ru/allnews/premierliganews/301315-rami-hochet-pokinut-sochi-iz-za-nevyplaty-zarplaty.html	https://tass.ru/sport/8583257	0529
BAD	http://kontrakty.ua/article/156629	https://ukranews.com/news/704977-podrazdeleniya-ss-yavlyayutsya-natsistskimi-formirovaniyami-i-priznany-prestupnymi-myasnikova	0529
OK	https://www.rosbalt.ru/moscow/2020/05/27/1845798.html	https://1prime.ru/News/20200527/831526487.html	0529
OK	https://www.vesti.ru/doc.html?id=3268543	https://www.euro-football.ru/article/29/1004367865_tedesko_veroyatno_provodit_trenirovki_spartaka_ne_otbyiv_karantin	0529
BAD	https://podrobno.uz/cat/uzbekistan-i-rossiya-dialog-partnerov-/predmet-nashey-gordosti-i-uverennosti-v-budushchem-rustam-minnikhanov/	https://sputnik.by/politics/20200527/1044771224/Lukashenko-rasschityvaet-na-novye-vzaimovygodnye-proekty-s-Tatarstanom.html	0529
BAD	https://serp.mk.ru/social/2020/05/27/tysyachi-cvetov-poyavilis-na-gorodskikh-klumbakh-v-serpukhove.html	https://fedpress.ru/news/49/incidents/2505436	0529
BAD	https://telegraf.com.ua/sport-cat/boks/5484311-chisora-smotrit-za-spinu-usiku-i-uzhe-zazyivaet-dzhoshua-na-boy.html	https://vringe.com/news/134676-tayson-fyuri-o-vystavochnom-poedinke-protiv-mayka-taysona-da-chyert-poberi.htm	0529
OK	https://forpost-sz.ru/a/2020-05-27/smi-ehks-glava-chuvashii-lezhit-v-reanimacii-v-peterburge	https://tass.ru/obschestvo/8579691?utm_referrer=https%3A%2F%2Fzen.yandex.com	0529
BAD	https://saratov24.tv/news/pri-obsuzhdenii-rasshireniya-polnomochiy-igorya-pivovarova-gubernator-poprosil-ne-smeshivat-kisloe-s/	https://www.vzsar.ru/news/2020/05/27/valeriy-radaev-nikto-na-gybernatora-ne-vliyaet-i-vliyat-ne-bydet--ego-izbral-narod.html	0529
OK	https://www.starhit.ru/novosti/jena-borisa-scherbakova-styidno-za-takih-akterov-kak-lyudmila-porgina-kotoryie-jaluyutsya-na-bezdeneje-212507/	https://versiya.info/shou-biznes/153290	0529
BAD	https://www.zakon.kz/5024504-spetsialnuyu-medal-za-trud-pedagogov.html	https://fergana.agency/news/118529/	0529
OK	https://ukranews.com/news/704862-v-ukrzaliznytsi-uvolili-andreya-ryazantseva	https://ubr.ua/market/transport/uvolnenie-top-menedzhera-ukrzaliznytsi-rjazantsev-bolshe-ne-direktor-po-razvitiju-biznesa-3893109	0529
BAD	https://strana.ua/news/269757-ptitsy-chernobylskoho-zapovednika-plokho-hnezdjatsja-i-im-necheho-est-foto.html	https://tass.ru/sibir-news/8577619	0529
OK	https://www.znak.com/2020-05-27/evraz_napravit_eche_380_mln_na_razvitie_kachkanara	https://66.ru/business/news/231165/	0529
OK	https://ko.com.ua/spad_globalnyh_postavok_ustrojstv_prevysit_13_133161	https://www.finversia.ru/news/markets/eksperty-ozhidayut-v-etom-godu-sokrashcheniya-mirovykh-postavok-pk-75971	0529
OK	https://www.marimedia.ru/news/pfo/item/102878/	http://www.trud.ru/article/27-05-2020/1390301_byvshij_glava_chuvashii_osporil_v_sude_svoe_uvolnenie.html	0529
OK	https://www.znak.com/2020-05-27/na_urale_v_sledstvennyy_komitet_napravlena_zhaloba_na_prinuzhdenie_k_uchastiyu_v_praymeriz_er	https://newdaynews.ru/chelyabinsk/693217.html	0529
OK	https://tass.ru/moskva/8576067	https://www.mskagency.ru/materials/3007243	0529
OK	https://www.mk.ru/politics/2020/05/28/boroday-zayavil-strelkov-brosil-zhenu-v-sarae-s-detmiinvalidami.html	https://news.rambler.ru/world/44253243-boroday-zayavil-strelkov-brosil-zhenu-v-sarae-s-detmi-invalidami/	0529
OK	https://news.ru/society/sobyanin-s-1-iyunya-v-moskve-mozhno-budet-gulyat-v-skverah-i-parkah/	https://sputnik.by/society/20200527/1044776904/Sobyanin-razreshil-progulki-moskvicham-s-1-iyunya-no-po-grafiku.html	0529
OK	https://forpost-sz.ru/a/2020-05-27/zhitelyam-lenoblasti-zapretili-shumet-v-dnevnye-chasy	https://vistanews.ru/society/322878	0529
BAD	https://news.mail.ru/society/41943753/	https://inforeactor.ru/304679-vykhod-10-go-sezona-amerikanskoi-istorii-uzhasov-perenesli-na-2020-god	0529
OK	https://tass.ru/ekonomika/8576443	https://lenta.ru/news/2020/05/27/ferma/	0529
BAD	https://www.klerk.ru/blogs/kskgroup/500075/	http://www.garant.ru/news/1376666/	0529
BAD	https://nikvesti.com/news/politics/189293	https://www.061.ua/news/2773537/v-zaporoze-na-sessii-soglasovali-umensenie-finansirovania-v-sfere-zkh	0529
OK	https://sputnik-georgia.ru/society/20200527/248587576/Protest-v-Poti-dalnoboyschiki-trebuyut-vypustit-ikh-iz-samoizolyatsii.html	https://vestikavkaza.ru/news/v-poti-dalnobojsiki-trebuut-vypustit-ih-iz-samoizolacii.html	0529
BAD	http://mignews.com.ua/relax/24087575.html	https://lenta.ru/news/2020/05/27/police/	0529
BAD	http://trc33.ru/news/economy/vo-vladimirskoy-oblasti-ne-ispolzuetsya-250-tys-gektar-pakhotnykh-zemel/	https://tver.glavny.tv/news/469443	0529
BAD	http://trc33.ru/news/events/moskvich-obokral-parikmakherskuyu-v-suzdalskom-rayone-bolee-chem-na-200-tysyach-rubley/	https://mosregtoday.ru/sec/velosiped-pochti-za-polmilliona-rublej-pohitil-moskvich-v-himkah/	0529
OK	https://www.kommersant.ru/doc/4357932	https://lenta.ru/news/2020/05/27/myagko/	0529
OK	https://www.zakon.kz/5024528-tokaev-prokommentiroval-zakon-o-mitingah.html	https://vestikavkaza.ru/news/tokaev-prokommentiroval-novyj-zakon-o-mirnyh-mitingah-v-kazahstane.html	0529
OK	https://strana.ua/news/269621-v-metro-kieva-na-tretij-den-raboty-uvelichilos-chislo-passazhirov.html	https://ukranews.com/news/704883-metro-v-kieve-rabotaet-3-den-tolpa-lyudej-i-narushenie-distantsii	0529
OK	https://politexpert.net/198327-malkevich-zapadnye-socseti-dolzhny-rabotat-v-rossiiskom-pravovom-pole	https://polit.info/496821-malkevich-predlozhil-pomoch-razvitiyu-rossiiskih-socsetei	0529
OK	https://iz.ru/1016207/2020-05-27/gruziia-otkazalas-otmeniat-zapret-na-polety-voennykh-rf-u-svoikh-granitc	https://sputnik-georgia.ru/society/20200527/248585270/Gruziya-otkazyvaetsya-otmenyat-zapret-na-rossiyskie-nablyudatelnye-polety.html	0529
OK	https://tass.ru/kosmos/8583561	https://www.rosbalt.ru/world/2020/05/28/1845813.html	0529
OK	https://elle.ua/ludi/novosty/dzhoan-rouling-opublikovala-v-seti-skazku-kotoruyu-napisala-10-let-nazad/	https://nation-news.ru/525740-rouling-predstavila-novuyu-knigu-ikabog	0529
OK	https://www.sport.ru/biatlon/shashilov-i-kaminskiy-rekomendovany-na-doljnosti-starshih-trenerov-sbornoy-rossii-/article449863/	https://tass.ru/sport/8578453	0529
BAD	https://www.gazeta.uz/ru/2020/05/27/passenger-railways/	https://1prime.ru/transport/20200527/831526448.html	0529
OK	https://lenta.ru/news/2020/05/27/yap_stimulu/	https://www.rosbalt.ru/world/2020/05/27/1845689.html	0529
OK	https://tverigrad.ru/publication/iz-zarplat-rossijan-predlozhili-zabirat-procenty-v-fond-strahovanija-ot-bezraboticy	https://realnoevremya.ru/news/175902-v-rossii-mogut-vvesti-strahovanie-ot-bezraboticy	0529
OK	https://interfax.com.ua/news/general/664978.html	https://reporter-ua.com/2020/05/27/360426_vmesto-ruhnuvshego-mosta-pod-nikopolem-postroili-pontonnuyu-perepravu-foto-video	0529
OK	https://www.rosbalt.ru/moscow/2020/05/27/1845797.html	https://www.mskagency.ru/materials/3007193	0529
OK	https://www.dp.ru/a/2020/05/27/V_komitet_po_investicijam	https://gorod-plus.tv/news/74771	0529
BAD	https://tvrain.ru/news/berlinskij_teatr_pokazal_rassadku_zritelej_v_uslovijah_epidemii-509561/	https://www.metronews.ru/novosti/world/reviews/teatr-old-vic-pokazhet-onlayn-translyaciyu-spektaklya-s-mettom-smitom-i-kler-foy-1676644/	0529
OK	https://lezgigazet.ru/archives/161321	https://zamana.info/rubriki/news/obshestvo/94-obshestvo/11678-yusup-umavov-dal-kommentarij-po-zakonoproektu-o-nalogovom-rezhime-dlya-samozanyatykh	0529
BAD	https://vashgorod.ru/kemerovo/news/1133892	https://tass.ru/v-strane/8579433	0529
OK	https://www.finversia.ru/news/resignation-appointment/novym-prezidentom-novogo-banka-razvitiya-briks-izbran-brazilets-markus-troikho-75975	https://tass.ru/ekonomika/8578341	0529
OK	https://vestirama.ru/novosti/20200527-16.51.12.html	https://www.ural56.ru/news/645493/	0529
OK	https://eadaily.com/ru/news/2020/05/27/udalyonka-v-zakone-v-rossii-mogut-legalizovat-distancionnuyu-rabotu	https://www.kommersant.ru/doc/4357608	0529
BAD	https://www.bfm.ru/news/444662	https://kurer-sreda.ru/2020/05/27/554092-po-10-000-rublej-na-kazhdogo-rebenka-s-3-do-15-let-vklyuchitelno-poluchat-vse-deti-rossii-razovo	0529
BAD	https://nord-news.ru/news/2020/05/27/?newsid=121921	https://www.metronews.ru/novosti/peterbourg/reviews/v-baltiyskoe-more-vernulsya-tyulen-admiral-foto-1676776/	0529
BAD	https://www.ostro.org/donetsk/society/news/591046/	https://strana.ua/news/269682-diviziju-halichina-sud-priznal-natsistskoj-i-zapretil-ee-simvoliku-analiz-reshenija.html	0529
OK	https://bankir.ru/novosti/20200527/istorik-predskazal-poavlenie-obrecennyh-na-bezraboticu-ludej-10177718/	https://charter97.org/ru/news/2020/5/27/380262/	0529
BAD	http://iz.com.ua/zaporoje/kazhdyiy-pyatyiy-zabolevshiy-koronavirusom-v-zaporozhe-medrabotnik?utm_source=t.me&utm_medium=social&utm_campaign=tg_iz	https://www.ostro.org/donetsk/society/news/591003/	0529
OK	https://www.ostro.org/general/society/news/591041/	https://strana.ua/news/269751-veter-dozhdi-i-hrozy-v-ukraine-v-chetverh-28-maja-spasateli-o-smene-pohody.html	0529
OK	https://bombardir.ru/news/604659-Kluby-APL-edinoglasno-podderzhali-vozobnovlenie-kontaktnyh-trenirovok%20	https://sport.ua/news/489205-shag-k-restartu-sezona-kluby-apl-razreshili-polnotsennye-trenirovki	0529
OK	https://car.ru/news/automobili/75870-ninebot-segway-vyipustila-eielektrosamokat-kickscooter-e22-v-rossii/	https://kanobu.ru/news/vrossii-predstavili-elektrosamokat-ninebot-segway-kickscooter-e22-424585/	0529
OK	https://slovodel.com/561733-zaharov-uveren-uchastnikov-mitingov-vo-vremya-pandemii-nuzhno-shtrafovat	https://inforeactor.ru/304774-politolog-zaharov-prizval-ugolovno-nakazyvat-organizatorov-mitingov-vo-vremya-pandemii	0529
OK	https://www.mk.ru/politics/2020/05/28/lavrov-politika-sankciy-v-period-globalnykh-kataklizmov-nedopustima.html	https://tass.ru/politika/8583491	0529
BAD	https://gorod55.ru/news/society/27-05-2020/omskaya-prokuratura-zakryla-sayty-po-prodazhe-poddelnyh-udostovereniy	https://www.newsru.com/russia/27may2020/falsif_silovik.html?utm_source=rss	0529
OK	https://nbnews.com.ua/obshchestvo/2020/05/27/stepanov-rasskazal-planiryet-li-minzdrav-vnosit-izmeneniia-v-protokoly-lecheniia-covid-19/	https://interfax.com.ua/news/pharmacy/664959.html	0529
OK	http://allsport-news.net/366781_alan_dzagoev_vsegda_govoril_chto_gotov_uehat_v_evropu_no_ofitsialnyih_predlojeniy_ne_byilo.html	https://nevasport.ru/144489-dzagoev-zayavil-chto-evropejskie-kluby-nikogda-ne-delali-emu-ofitsialnyh-predlozhenij/	0529
OK	https://vestikavkaza.ru/news/putin-zaavil-o-stabilizacii-situacii-s-koronavirusom-v-rossii.html	https://topspb.tv/news/2020/05/27/putin-situaciya-s-koronavirusom-v-rossii-stabiliziruetsya/	0529
BAD	http://droider.ru/post/oppo-sobiraetsya-delat-sobstvennyie-protsessoryi-27-05-2020/	https://ko.com.ua/tencent_namerena_vlozhit_70_mlrd_doll_v_razvitie_infrastruktury_133158	0529
BAD	https://www.pnp.ru/economics/komitet-sovfeda-gotovit-predlozheniya-po-podderzhke-selkhoztovaroproizvoditeley-v-usloviyakh-pandemii.html	https://newdaynews.ru/moscow/693179.html	0529
BAD	https://realnoevremya.ru/news/175904-v-gossovete-tatarstana-otkrylos-torzhestvennoe-zasedanie-v-chest-100-letiya-tassr	https://tass.ru/obschestvo/8573383	0529
OK	https://severpost.ru/read/96190/	https://nord-news.ru/news/2020/05/27/?newsid=121905	0529
OK	https://ria-m.tv/news/194570/zaporojskiy_dayver_pokazal_chto_nahoditsya_na_dne_glavnoy_vodnoy_arterii_ukrainyi_(video).html	http://iz.com.ua/video/zaporozhskiy-dayver-pokazal-zatonuvshiy-v-glubinah-dnepra-korabl-video	0529
OK	https://www.euro-football.ru/article/31/1004367945_prodaja_nyukasla_fondu_saudovskoy_aravii_pod_ugrozoy_sryiva	https://footballhd.ru/allnews/anglianews/301306-prodazha-nyukasla-pod-ugrozoy-sryva.html	0529
OK	http://newsroom24.ru/news/zhizn/210216/	http://www.vremyan.ru/news/utverzhden_otchet_ob_ispolnenii_byudzheta_nizhnego_novgoroda.html	0529
OK	https://lb.ua/society/2020/05/27/458461_vsu_zafiksirovali_tretiy_letalniy.html	https://donpress.com/news/27-05-2020-v-vsu-skonchalsya-voennyy-zarazhennyy-koronavirusom	0529
OK	https://www.pnp.ru/social/abiturientam-ponadobitsya-elektronnaya-podpis-dlya-onlayn-postupleniya-v-vuz.html	https://newizv.ru/news/society/27-05-2020/abiturientam-podayuschim-dokumenty-onlayn-pridetsya-kupit-elektronnuyu-podpis	0529
OK	https://tass.ru/moskva/8581771	https://www.mskagency.ru/materials/3007053	0529
OK	https://news.ru/regions/vlasti-kryma-sprognozirovali-snizhenie-cen-na-otdyh-v-regione/	https://rns.online/consumer-market/Turoperatori-otsenili-vozmozhnost-snizheniya-tsen-na-putevki-v-Krim-2020-05-27/	0529
OK	http://dynamomania.com/news/531299-effekt-ligi-chempionov-klub-malinovskogo-atalanta-pokazal-rekordnuyu-pribyl	https://sport.ua/news/489199-effekt-ligi-chempionov-klub-malinovskogo-atalanta-pokazal-rekordnuyu-pribyl	0529
BAD	https://plitkar.com.ua/nikogda-nikogo-ne-sravnivaju-novaja-devushka-ostapchuka-prokommentirovala-svoju-shozhest-s-ego-jeks-suprugoj/	https://www.vokrug.tv/article/show/15905943751/	0529
BAD	https://inkazan.ru/news/economy/27-05-2020/teletrade-posle-karantina-stoit-ozhidat-rost-tsen-na-produkty	https://www.rosbalt.ru/moscow/2020/05/27/1845701.html	0529
OK	https://kanobu.ru/news/battlefront-2-mogut-besplatno-razdat-viyune-podpischikam-playstation-plus-424584/	https://www.cybersport.ru/games/news/v-iyunskuyu-podborku-besplatnykh-igr-ps-plus-mozhet-voiti-star-wars-battlefront-ii	0529
BAD	https://www.grozny-inform.ru/news/society/119475/	https://navigato.ru/novosti/publication/kak-samostoiatelno-regulirovat-otoplenie-v-mnogokvartirnom-dome	0529
BAD	https://kazan.mk.ru/incident/2020/05/27/zhitelya-vladivostoka-prigovorili-k-dvum-godam-za-torgovlyu-ikroy-v-tatarstane.html	https://gorod55.ru/news/society/27-05-2020/omskomu-pensioneru-grozit-nakazanie-za-nezakonnuyu-lovlyu-ryby	0529
OK	https://nevasport.ru/144577-dzyuba-o-gonke-bombardirov-rpl-povoyuem/	http://allsport-news.net/366853_dzyuba_o_gonke_bombardirov_esli_zatsiklishsya_tolko_na_golah_zabivat_ne_smojesh__nado_dumat_o_komande.html	0529
OK	https://pravo.ru/news/222196/	https://www.znak.com/2020-05-27/v_gosdume_predlozhili_sazhat_na_5_let_za_falsifikaciyu_faktov_o_vtoroy_mirovoy_voyne	0529
OK	https://ura-inform.com/ru/capital/2020/05/27/koronavirus-v-kieve-pojavilis-prijatnye-novosti	https://apostrophe.ua/news/society/kiev/2020-05-27/v-kieve-zafiksirovali-obnadejivayuschiy-rekord-po-koronavirusu-dannyie-na-27-maya/198462	0529
OK	https://tass.ru/obschestvo/8580663	https://www.kommersant.ru/doc/4357893	0529
OK	https://tass.ru/proisshestviya/8573697	https://www.mskagency.ru/materials/3007081	0529
OK	http://dynamomania.com/news/531244-sulsher-ob-arende-igalo-nadeyus-on-smozhet-zavershit-nachatoe-vozmozhno-zavoevav-trofej-s-myu	http://allsport-news.net/366711_sulsher_ob_arende_igalo_nadeyus_on_smojet_zavershit_nachatoe_vozmojno_zavoevav_trofey_s_myu.html	0529
OK	https://vladnews.ru/2020-05-27/172556/mikrobiolog_predrk	http://primorye24.ru/news/post/130404-mikrobiolog-predrek-odnoy-iz-stran-novuyu-vspyshku-covid-naibolee-veroyatno	0529
BAD	https://riamo.ru/article/432445/bolee-1-tys-arendatorov-podmoskovnogo-imuschestva-obratilis-za-otsrochkoj-oplaty.xl?mTitle=&mDesc=&mImg=&mImgWidth=&mImgHeight=	http://freekaliningrad.ru/landlords-in-the-region-to-provide-tax-credits-only-if-50-percent-discounts_articles/	0529
OK	https://ria.ru/20200527/1572036156.html?utm_source=yxnews&utm_medium=desktop&utm_referrer=https%3A%2F%2Fyandex.ru%2Fnews	https://politexpert.net/198257-predstaviteli-ikea-obyasnili-raznicu-v-stoimosti-tovarov-dlya-zhitelei-rossii-i-ukrainy	0529
OK	https://interfax.com.ua/news/general/664917.html	https://for-ua.com/article/1199512	0529
OK	https://nikvesti.com/news/politics/189278	https://lenta.ru/news/2020/05/27/bondarenko/	0529
OK	https://piter.tv/event/Na_prospekte_Hudozhnikov_sgorel_avtomobil_BMW/	https://moika78.ru/news/2020-05-27/421416-podzhigatelya-bmw-h5-na-hudozhnikov-zasekli-ulichnye-videokamery/	0529
OK	https://vestikavkaza.ru/news/v-gruzii-otmenen-basketbolnyj-sezon.html	https://sputnik-georgia.ru/sport/20200527/248584549/Basketbolnyy-sezon-v-Gruzii-otmenen.html	0529
BAD	https://fedpress.ru/news/22/incidents/2505352	https://tass.ru/proisshestviya/8574405	0529
OK	https://bankir.ru/novosti/20200527/opros-dve-treti-biznesmenov-v-rossii-negativno-ocenivaut-sostoanie-ekonomiki-10177711/	https://tass.ru/ekonomika/8572217	0529
OK	https://www.bfm.ru/news/444653	https://nevasport.ru/144553-novyj-sezon-khl-nachnetsya-2-sentyabrya/	0529
OK	https://www.newsvl.ru/economics/2020/05/27/190415/	http://primorye24.ru/news/post/130415-predprinimateli-primorya-restrukturirovali-dolgi-na-shest-milliardov-rubley	0529
BAD	https://dni.ru/polit/2020/5/27/450857.html	https://tass.ru/proisshestviya/8575891	0529
BAD	https://magadanmedia.ru/news/440048/	https://www.pravda.ru/news/science/1501729-koshki/	0529
BAD	https://tass.ru/kultura/8576241	https://topspb.tv/news/2020/05/27/teatry-mogut-vernutsya-k-rabote-s-1-iyunya/	0529
BAD	https://kuban.mk.ru/politics/2020/05/27/kubanskie-kommunisty-vydvinuli-kandidaturu-dlya-uchastiya-v-gubernatorskikh-vyborakh.html	https://ru.krymr.com/a/news-edinorossy-sevastopol-vybory/30637431.html	0529
BAD	https://russian.rt.com/world/news/750212-franciya-smert-koronavirus	https://www.oreanda.ru/v_mire/vo-frantsii-chislo-gospitalizirovannyh-s-koronavirusom-prodoljaet-snijatsya/article1319466/	0529
OK	https://1prime.ru/business/20200527/831520538.html	https://tass.ru/ekonomika/8573909	0529
OK	https://for-ua.com/article/1199555	https://vz.ua/news/62598-mitropolit-pavel-rasskazal-kak-ispytaniya-pomogayut-stat-silnee	0529
OK	https://chr.mk.ru/incident/2020/05/27/v-orle-obrushilas-krysha-sportzala.html	http://istoki.tv/news/proishestvia/rukhnula-krysha-nad-sportzalom-foto-i-podrobnosti-chp-v-orlovskom-obshchezhitii/	0529
OK	https://www.niann.ru/?id=552646	http://www.vremyan.ru/news/nizhegorodskij_filial__t_plyus__vlozhit_okolo_100_mln_rublej_vo_vtoroj_etap_czifrovizaczii_dzerzhinskikh_i_kstovskikh_teplovykh_setej.html	0529
BAD	https://www.asi.org.ru/news/2020/05/27/regions-spb-harassment/	https://www.wonderzine.com/wonderzine/life/news/250511-varakina-msu	0529
