quality	first_url	second_url	dataset
OK	https://www.bnkomi.ru/data/news/112418/	https://komiinform.ru/news/198249	0529
OK	https://www.tvtomsk.ru/news/59442-opershtab-prosit-tomichej-ne-reagirovat-na-fejkovye-sms-o-novyh-detskih-vyplatah.html	https://www.riatomsk.ru/article/20200529/44642/	0529
OK	https://ria-m.tv/news/194742/izolirovannyie_za_blokpostom_kak_koronavirus_vzyal_v_zalojniki_ukrainskoe_selo_i_prevratil_v_srednevekove.html	https://www.obozrevatel.com/society/vspyishka-koronavirusa-na-zakarpate-zhiteli-shastayut-po-gostyam-i-teryayut-rabotu.htm	0529
BAD	https://theins.ru/opinions/222117	https://newinform.com/227904-boevik-pns-rasskazal-fan-kak-turciya-obmanyvala-naemnikov-i-otpravlyala-ih-voevat-v-liviyu	0529
BAD	https://mosregtoday.ru/soc/kompleksnoe-blagoustrojstvo-gorodskogo-parka-startovalo-v-ivanteevke/	https://advis.ru/php/view_news.php?id=74E6EAC0-909F-1F41-AD23-4C4124A0A523	0529
OK	https://news.ru/society/mer-tolyatti-budet-suditsya-s-obshestvennikom-obvinivshim-ego-v-prostitucii/	https://politros.com/167616-mer-tolyatti-trebuet-15-millionov-rublei-s-obozvavshego-ego-devochkoi-po-vyzovu-gorozhanina	0529
BAD	https://progorodnn.ru/news/88222	https://moe-belgorod.ru/news/people/1065567	0529
BAD	https://nikcenter.org/newsItem/58684	https://nikvesti.com/news/politics/189547	0529
BAD	https://www.klerk.ru/buh/news/500258/	https://www.zakon.kz/5025023-kogda-i-na-skolko-povysyat-zarplaty.html	0529
BAD	https://riamo.ru/article/433061/spetsialisty-avtokolonny-lyuberets-nachali-remontirovat-mashiny-skoroj-pomoschi.xl?mTitle=&mDesc=&mImg=&mImgWidth=&mImgHeight=	https://www.dp.ru/a/2020/05/29/Smolnij_potratit_bolee_1	0529
BAD	https://www.mk.ru/social/2020/05/29/vdova-karachencova-otvetila-na-slukhi-o-svoey-nishhete.html	http://istoki.tv/news/people/pomatrosil-i-brosil-orlovchanka-pytaetsya-otsudit-u-plemyannika-zykinoy-chast-nasledstva/	0529
BAD	https://glasnarod.ru/rossiya/tambovskaya-oblast/324371-1-iyunya-kupalnyj-sezon-v-tambovskoj-oblasti-otkryt-ne-budet	http://variant-v.ru/enews/sezon_kupalnyy	0529
BAD	https://www.kasparov.ru/material.php?id=5ED0FB02C54CD	https://tass.ru/proisshestviya/8597307	0529
BAD	https://www.pnp.ru/social/v-rossii-proveli-bolee-10-mln-testov-na-koronavirus.html	https://topspb.tv/news/2020/05/29/v-rossii-za-sutki-proveli-299-tysyach-testov-na-covid-19/	0529
BAD	https://nbnews.com.ua/za-rubezhom/2020/05/29/stroitelstvo-severnogo-potoka-2-mozhet-navredit-vsemu-miru-v-ssha-sdelali-trevozhnoe-zayavlenie/	https://politros.com/167634-meklenburg-perednyaya-pomeraniya-vystupaet-protiv-antirossiiskih-sankcii-ssha	0529
BAD	http://dorinfo.ru/star_detail.php?ELEMENT_ID=83087	https://biwork.ru/news/sotni-kilometrov-dorog-otremontiruut-na-altae-v-bijske-11-ulic	0529
OK	https://fakty.com.ua/ru/ukraine/20200529-vidkryttya-trts-v-kyyevi-padinnya-trafiku-i-bezpeku-vidviduvachiv/	https://delo.ua/business/kievskie-trc-rasskazali-kak-budut-rabotat-posl-369034/	0529
OK	https://www.infox.ru/news/251/236543-pandemia-sela-polovinu-svobodnyh-deneg-rossian	https://www.rbc.ru/society/29/05/2020/5ed117d49a79477279710e22	0529
OK	https://telegraf.com.ua/ukraina/obshhestvo/5486730-meditsinskaya-reforma-v-ukraine-shmyigal-obeshhaet-ne-zakryivat-bolnitsyi.html	https://nbnews.com.ua/obshchestvo/2020/05/30/medreforma-shmygal-obeshaet-ne-zakryvat-bolnicy/	0529
OK	https://russian.rt.com/sport/news/750701-ahmat-kontrakty-glushakov-ivanov-gorodov	https://news.sportbox.ru/Vidy_sporta/Futbol/Russia/premier_league/spbnews_NI1194622_Glushakov_prodlil_kontrakt_s_Ahmatom_do_konca_sezona	0529
OK	https://strana.ua/news/270050-novye-podrobnosti-i-foto-razborok-marshrutchikov-v-brovarakh.html	https://ria-m.tv/news/194812/kak_na_voyne_novyie_video_voorujennyih_razborok_marshrutchikov_v_brovarah_(video).html	0529
BAD	https://inforeactor.ru/304993-uchenye-v-ssha-razoblachili-mif-o-yakoby-trudolyubivyh-muravyah	https://hightech.fm/2020/05/29/cannabis-bible	0529
OK	https://sakhalin.info/news/190134	https://tass.ru/obschestvo/8597449	0529
OK	https://moika78.ru/news/2020-05-29/422948-vlasti-peterburga-obyasnili-pozdnee-zakrytie-otdeleniya-gemodializa-v-bolnitse-15/	https://forpost-sz.ru/a/2020-05-29/peterburgskuyu-bolnicu-no15-oshtrafovali-za-rabotu-otdeleniya-gemodializa	0529
BAD	http://timeua.info/post/politika/glavy-mid-ukrainy-i-vengrii-podpisali-ryad-dokumentov-v-budapeshte-19146.html	https://www.dsnews.ua/politics/v-mid-germanii-nazvali-predposylki-dlya-ocherednoy-normandskoy-29052020152400	0529
OK	https://www.rbc.ru/rbcfreenews/5ed18fd29a7947a56b984e2c	https://info24.ru/news/na-fone-protestov-v-minneapolise-obyavili-komendantskij-chas.html	0529
OK	https://www.infpol.ru/215090-v-buryatii-opyat-smenilsya-zamrukovoditelya-shtaba-po-borbe-s-koronavirusom/	https://www.baikal-daily.ru/news/19/391425/	0529
OK	https://advis.ru/php/view_news.php?id=8E15F510-583B-C940-A518-9295765FF88C	https://tass.ru/ekonomika/8598145	0529
BAD	https://oren.mk.ru/social/2020/05/29/na-meriyu-orenburga-podali-v-sud.html	https://ulpressa.ru/2020/05/29/%d0%ba%d0%be%d0%bd%d1%84%d0%bb%d0%b8%d0%ba%d1%82-%d1%81%d0%be%d1%81%d0%b5%d0%b4%d0%b5%d0%b9-%d0%bf%d1%80%d0%b8%d1%81%d1%82%d0%b0%d0%b2%d1%8b-%d0%be%d0%b1%d1%8f%d0%b7%d0%b0%d0%bb%d0%b8-%d0%b6%d0%b8/	0529
OK	https://interfax.com.ua/news/pharmacy/665514.html	https://nbnews.com.ua/obshchestvo/2020/05/29/s-nachala-2020-goda-minzdrav-prinial-reshenie-o-lechenii-za-rybejom-316-ykraincev/	0529
BAD	http://www.finmarket.ru/analytics/5247438	https://tass.ru/ekonomika/8604645	0529
BAD	https://www.dp.ru/a/2020/05/29/Na_kakie_meri_podderzhki_s	https://newstula.ru/fn_566047.html	0529
OK	https://russian.rt.com/russia/news/750796-kommentarii-mid-voz	https://news.rambler.ru/world/44266185-ssha-nanesli-reshayuschiy-udar-voz/	0529
OK	https://1prime.ru/energy/20200530/831541014.html	https://www.kommersant.ru/doc/4363774	0529
BAD	https://news-r.ru/news/krasnodar_krai/480082/	https://www.panram.ru/news/society/rostovskaya-oblast-stala-regionom-s-samym-bystrym-rasprostraneniem-koronavirusa-v-yufo-/	0529
BAD	https://novokuznetsk.ru/2020/05/29/v-kuzbasse-zhenshhina-s-covid-zarazila-soseda-cherez-ventilyatsiyu/	https://topspb.tv/news/2020/05/29/v-komzdrave-rasskazali-o-11-pacientah-umershih-ot-koronavirusa-v-peterburge/	0529
OK	https://progorodnn.ru/news/88224	http://newsroom24.ru/news/technologies/210368/	0529
BAD	https://www.eurointegration.com.ua/rus/news/2020/05/29/7110472/	https://russian.rt.com/world/news/750532-peru-koronavirus-statistika	0529
OK	https://newgrodno.by/region/ksendz-zarazilsya-koronavirus/?utm_source=twitter.com&utm_medium=social&utm_campaign=ksendz-iz-oshmyany-vo-vremya-sluzhby-zarazil	https://sputnik.by/religion/20200529/1044796172/Provodil-sluzhby-i-zarazilsya-COVID-ksendz-iz-Oshmyan-2-nedeli-nakhoditsya-na-IVL.html	0529
OK	https://tass.ru/mezhdunarodnaya-panorama/8601379	https://www.facenews.ua/news/2020/481518/	0529
BAD	https://www.pnp.ru/social/pravitelstvo-rossii-smozhet-utverzhdat-alfavity-korennykh-narodov.html	http://ysia.ru/ajsen-nikolaev-novaya-konstitutsiya-zashhishhaet-kulturnuyu-samobytnost-vseh-narodov-rossii/	0529
BAD	https://vedtver.ru/news/proisshestviya/v-tverskoy-oblasti-na-chernoy-reke-poymali-brakonera/	http://obozvrn.ru/archives/108984	0529
OK	https://www.pravda.ru/news/showbiz/1502490-mrot/	https://news.rambler.ru/starlife/44263507-prigozhinu-i-lepsu-otkazali-v-poluchenii-mrot/	0529
OK	https://www.newsru.com/realty/29may2020/mosobl_covid.html	https://realty.ria.ru/20200529/1572178417.html	0529
OK	https://for-ua.com/article/1199730	https://vz.ua/news/62647-na-volyni-sud-obyazal-politsiyu-rassledovat-nezakonnoe-pereoformlenie-doma-iz-kotorogo-khotyat-vyselit-semyu-svyaschennika-upts	0529
OK	https://tsargrad.tv/news/shtrafy-i-ezda-v-pjanom-vide-geroinja-rolikov-navalnogo-vozit-detej-bez-voditelskih-prav_256931	https://newinform.com/227790-podderzhivayushchuyu-navalnogo-predprinimatelnicu-lishili-prav-za-vozhdenie-v-netrezvom-vide	0529
OK	https://riamo.ru/article/433072/v-stolitse-zaderzhali-deputata-mosgordumy-za-piket-u-zdaniya-mvd.xl?mTitle=&mDesc=&mImg=&mImgWidth=&mImgHeight=	https://www.znak.com/2020-05-29/deputat_sergey_mitrohin_zaderzhan_na_odinochnom_pikete_u_zdaniya_mvd_v_moskve	0529
OK	http://mirmol.ru/nacproekty-rd/v-karabudahkentskom-rajone-budut-asfaltirovat-vnutriselskie-dorogi-po-proektu-moj-dagestan-moi-dorogi/	https://zamana.info/rubriki/news/obshestvo/94-obshestvo/11759-v-karabudakhkentskom-rajone-budut-asfaltirovat-vnutriselskie-dorogi-po-proektu-moj-dagestan-moi-dorogi	0529
OK	https://ovdinfo.org/express-news/2020/05/29/administratoru-pablika-ombudsmen-policii-predyavili-obvinenie	https://tass.ru/proisshestviya/8595865	0529
OK	https://grodnonews.by/news/lifestyle/nazvana_samaya_chastaya_oshibka_pri_myte_ruk_.html	https://fedpress.ru/news/77/society/2507000	0529
OK	https://www.newsvl.ru/covid19/2020/05/29/190461/	https://www.interfax.ru/russia/710811	0529
OK	https://www.rosbalt.ru/russia/2020/05/29/1846171.html	https://ura.news/news/1052434068	0529
BAD	https://www.infox.ru/news/282/236529-ukrainskie-potrebiteli-zaplatat-za-amerikanskij-gaz-mnenie	https://ua.news/ru/na-ukrainskih-aes-bespretsedentno-snizilas-moshhnost-atomnyh-blokov/	0529
OK	http://www.c-inform.info/news/id/86203	https://ru.krymr.com/a/news-parlament-kryma-lifty-%d1%8f%d1%84-23-mln/30641517.html	0529
BAD	https://nation-news.ru/region/spb/526396-vlasti-peterburga-soobshchili-o-razblokirovke-proezdnyh-dlya-pensionerov	http://primorye24.ru/news/post/130538-bolee-8-millionov-poezdok-v-avtobusah-vladivostokcy-oplatili-beznalom	0529
OK	https://mos.news/news/proisshestviya/moskvicha_oshtrafovali_za_nepravilno_poveshennyy_rossiyskiy_flag/	https://lenta.ru/news/2020/05/29/flag_not_right/	0529
OK	https://news.ykt.ru/article/101500	https://politexpert.net/198535-nerabochii-aprel-vyzval-padenie-vvp-rossii-na-12	0529
OK	https://lenta.ru/news/2020/05/29/emelya_aca/	https://nevasport.ru/144897-boj-emelyanenko-i-ismailova-sostoitsya-24-iyulya-liga-asa-vozobnovlyaet-turniry/	0529
OK	https://eadaily.com/ru/news/2020/05/29/eks-sotrudnikov-gosohrany-abhazii-obvinili-v-massovom-hranenii-oruzhiya	https://sputnik-abkhazia.ru/Abkhazia/20200529/1030227206/Na-sotrudnikov-Gossluzhby-okhrany-Abkhazii-zaveli-ugolovnoe-delo.html	0529
OK	https://nord-news.ru/news/2020/05/29/?newsid=121973	https://severpost.ru/read/96315/	0529
OK	http://kontrakty.ua/article/156744?utm_source=yxnews&utm_medium=desktop&utm_referrer=https%3A%2F%2Fyandex.ua%2Fnews	https://mogilev.online/rus/news/belarus-15072/	0529
OK	https://www.zakon.kz/5024998-pensionerka-iz-za-boyazni-koronavirusa.html	https://lenta.ru/news/2020/05/29/pensionerka/	0529
BAD	https://3dnews.ru/1012175	https://korrespondent.net/business/companies/4234693-Philip-Morris-vlozhyla-72-mlrd-chtoby-otkazatsia-ot-proyzvodstva-syharet	0529
OK	https://www.molnet.ru/mos/ru/health_and_social/o_745825	https://riamo.ru/article/433074/stolichnye-brigady-vrachej-nachali-okazyvat-pomosch-v-shesti-regionah-rossii.xl?mTitle=&mDesc=&mImg=&mImgWidth=&mImgHeight=	0529
OK	https://for-ua.com/article/1199685	https://vz.ua/news/62641-patriarkh-kirill-schitaet-chto-karantin-dan-miru-dlya-pokayaniya	0529
BAD	https://grodnonews.by/news/proisshestviya/voditelyu_marshrutki_uzhestochili_nakazanie_za_avariyu_s_postradavshimi.html	https://superomsk.ru/news/89274-v_omske_pyany_voditel_bez_prav_vletel_v_evakuator_/	0529
OK	https://lezgigazet.ru/archives/161766	https://zamana.info/rubriki/news/obshestvo/94-obshestvo/11771-federalnye-spetsialisty-pobyvali-v-untsukulskoj-tsentralnoj-rajonnoj-bolnitse	0529
BAD	https://top68.ru/news/114319-ogranicheniya-iz-koronavirusa-v-tambovskoy-oblasti-prodleny-no-otdelnyy-zapret-na	https://tass.ru/obschestvo/8600523	0529
OK	https://zona.media/news/2020/05/29/preparaty	http://www.trud.ru/article/29-05-2020/1390390_v_podmoskovje_nashli_svalku_dorogix_lekarstv_dlja_bolnyx_rakom_i_vich.html	0529
OK	https://www.obozrevatel.com/crime/nakonets-etot-vulkan-vzorvalsya-byivshij-top-chinovnik-rasskazal-o-shemah-na-ryinke-perevozok-i-perestrelke-v-brovarah.htm	https://ria-m.tv/news/194890/nakonets_etot_vulkan_vzorvalsya_byivshiy_top_chinovnik_rasskazal_o_shemah_na_ryinke_perevozok_i_perestrelke_v_brovarah.html	0529
OK	https://newdaynews.ru/chelyabinsk/693456.html	https://lenta.ru/news/2020/05/29/fsbvsdoctor/	0529
OK	https://www.starhit.ru/novosti/zvezdu-fizruka-vladimira-syicheva-obvinyali-v-dvoynom-ubiystve-212687/	https://www.vokrug.tv/article/show/15907589681/	0529
OK	https://forpost-sz.ru/a/2020-05-29/v-shusharakh-dvoe-molodykh-lyudej-ustroili-strelbu-s-balkona	https://topspb.tv/news/2020/05/29/policejskie-zaderzhali-dvoih-muzhchin-strelyavshih-s-balkona-v-shusharah/	0529
BAD	https://vologda-poisk.ru/news/kriminal/v-vologodskom-rayone-zhenschina-odin-raz-udarila-nozhom-muzhchinu-i-ubila	https://news.rambler.ru/crime/44261214-rossiyanin-iznasiloval-devushku-na-glazah-lyubovnitsy/	0529
OK	https://www.starhit.ru/novosti/aktrisyi-iz-papinyih-dochek-rasskazali-o-prichinah-zakryitiya-seriala-212672/	https://newsbuzz.ru/archives/168855	0529
OK	https://ria.ru/20200529/1572148845.html	https://lenta.ru/news/2020/05/29/moon/	0529
OK	https://sibdepo.ru/news/v-kuzbasse-iz-za-covid-19-massovo-zakryvayutsya-predpriyatiya.html	https://novokuznetsk.ru/2020/05/29/v-kuzbasse-iz-za-covid-19-massovo-zakryvayutsya-predpriyatiya/	0529
OK	https://lenta.ru/news/2020/05/29/action/	https://topspb.tv/news/2020/05/29/translyacii-bessmertnogo-polka-onlajn-posmotreli-bolee-25-millionov-chelovek/	0529
OK	https://www.nur.kz/1858062-sbivsemu-nasmert-ludej-na-ostanovke-v-almaty-vynesli-prigovor.html	https://www.zakon.kz/5024960-vynesen-prigovor-voditelyu-sbivshemu.html	0529
BAD	https://www.pnp.ru/social/onishhenko-posovetoval-ispolzovat-khlopkovye-mnogorazovye-maski.html	https://kurer-sreda.ru/2020/05/29/563910-maski-i-perchatki-privedut-k-astme-i-gribku-esli-vy-budete-nosit-ix-nepravilno	0529
OK	http://allsport-news.net/367257_andre_gomesh_u_messi_i_ronaldu_neveroyatnyiy_mentalitet__oni_gotovyi_otdat_vse_dlya_pobedyi.html	http://dynamomania.com/news/531672-andre-gomesh-u-messi-i-ronaldu-neveroyatnyj-mentalitet-oni-gotovy-otdat-vse-dlya-pobedy	0529
OK	https://tsargrad.tv/news/pochemu-v-rossii-deti-nachali-bolet-diabetom-pozhilyh-ljudej-vrachi-nazvali-dve-glavnyh-prichiny_256957	https://www.rosbalt.ru/moscow/2020/05/29/1846129.html	0529
BAD	https://navigato.ru/novosti/publication/dlia-razvitiia-kampusa-ngu-budet-razrabotan-master-plan	https://scientificrussia.ru/articles/copy-of-magistranty-i-aspiranty-tpu-uchatsya-sozdavat-radiofarmpreparaty-novogo-pokoleniya	0529
OK	https://riamobalashiha.ru/article/408073/zhitelnitsa-balashihi-poprosila-ustranit-podtoplenie-vo-dvore-doma-iz-za-livnya.xl?mTitle=&mDesc=&mImg=&mImgWidth=&mImgHeight=	https://riamo.ru/article/433092/zhitelnitsa-mikrorajona-balashihi-poprosila-ustranit-podtoplenie-vo-dvore-doma-iz-za-livnya.xl?mTitle=&mDesc=&mImg=&mImgWidth=&mImgHeight=	0529
OK	https://interfax.com.ua/news/general/665566.html	https://glavnoe.ua/news/n357028067-avakov-o-proteste-vkladchikov-arkady-ne-dopustim-ocherednoj-stroitelnoj-afery-s-sotnjami-postradavshih	0529
OK	https://vedtver.ru/news/society/s-1-iyulya-v-rossii-mogut-otkrytsya-plyazhi-/	http://www.trud.ru/article/29-05-2020/1390389_deputat_gosdumy_nazval_sroki_otkrytija_pljazhej.html	0529
OK	https://42.tut.by/686629	https://news.rambler.ru/tech/44260096-astronomy-obnaruzhili-ekzoplanetu-v-blizhayshey-k-zemle-solnechnoy-sisteme/	0529
BAD	https://russian.rt.com/sport/news/750660-rusada-sportsmeny-neitralnyi-status	https://stadium.ru/news/28-05-2020-mejdunarodnaya-federatsiya-universitetskogo-sporta-prinyala-reshenie-otmenit-vse-sorevnovaniya-do-15-sentyabrya?v=29-05-2020	0529
BAD	https://isport.ua/boxing/1850562-perspektivnyj-ukrainskij-bokser-soglasilsya-na-operatsiyu-ruki	https://sport.ua/news/489420-video-10-let-nazad-vitaliy-klichko-nokautiroval-polskogo-drakona	0529
OK	https://vestikavkaza.ru/news/v-severnoj-osetii-rezim-nerabocih-dnej-prodlen-do-14-iuna.html	https://tass.ru/v-strane/8600351	0529
OK	https://tass.ru/sport/8604169	https://www.sport.ru/basketball/sezon-nba-mojet-vozobnovitsya-31-iyulya/article449996/	0529
OK	https://www.zakon.kz/5024859-svyashchennik-obezglavil-muzhchinu-radi.html	https://lenta.ru/news/2020/05/29/indianpriest/	0529
OK	https://tass.ru/sport/8604403	https://www.vesti.ru/doc.html?id=3269472	0529
OK	https://glasnarod.ru/rossiya/krym/324609-v-yalte-sostoitsya-tradiczionnyj-lparad-doshkolyatr	https://kianews24.ru/news/parad-doshkolyat-v-yalte-sostoitsya-no-v/	0529
OK	https://www.sq.com.ua/rus/news/novosti/29.05.2020/opublikovano_raspisanie_harkovskih_elektrichek_kotorye_pustyat_s_1_iyunya/	https://glavnoe.ua/news/n357028040-s-1-ijunja-na-harkovschine-vozobnovljaetsja-prigorodnoe-zhd-soobschenie-(raspisanie)	0529
OK	http://dynamomania.com/news/531564-sezon-la-ligi-20202021-planiruyut-nachat-12-sentyabrya	http://allsport-news.net/367162_sleduyuschiy_sezon_la_ligi_hotyat_nachat_12_sentyabrya.html	0529
OK	https://www.kommersant.ru/doc/4358681	https://runews24.ru/incidents/29/05/2020/8d7d3b6be1039bc368b7cbba64f1578e	0529
OK	https://russian.rt.com/sport/news/750719-shirokov-konflikt-yakin	https://news.sportbox.ru/Vidy_sporta/Futbol/Russia/premier_league/spbnews_NI1194709_Ty_voobshhe_nikto_Shirokov_rasskazal_o_konflikte_s_Jakinom	0529
BAD	https://kirov-portal.ru/news/poslednie-novosti/v-kirove-dvuh-prodavcov-nakazali-za-torgovlyu-bez-masok-30488/	https://www.metronews.ru/novosti/moscow/reviews/kuda-obraschatsya-esli-vas-obsluzhivayut-prodavcy-bez-masok-i-perchatok-1677421/	0529
OK	https://www.znak.com/2020-05-29/v_tyumenskoy_oblasti_yugre_i_na_yamale_na_29_maya_vyyavili_154_novyh_sluchaya_koronavirusa	https://fedpress.ru/news/72/society/2507216	0529
OK	https://gordonua.com/news/politics/zelenskiy-predlozhil-rade-povysit-shtrafy-za-narushenie-pravil-voinskogo-ucheta-1502053.html	https://iz.ru/1017551/2020-05-30/verkhovnaia-rada-rassmotrit-zakonoproekt-ob-uzhestochenii-voennogo-ucheta	0529
BAD	https://www.pravda.ru/news/interesting_news/1312332-ants/	http://rodgor-vlg.ru/shimpanze-razgovarivayut-mezhdu-soboi-kak-lyudi.html	0529
BAD	https://newinform.com/227801-rossiiskie-smi-voshli-v-perech-postradavshih-ot-covid-19-otraslei	https://glasnarod.ru/novosti/2-raznye-novosti/324412-saxalinskimi-praktikami-po-podderzhke-biznesa-i-zhitelej-zainteresovany-drugie-regiony-rossii	0529
OK	https://gordonua.com/news/worldnews/v-brazilii-za-sutki-ot-covid-19-umerli-1156-chelovek-1502021.html	https://strana.ua/news/270028-brazilija-obohnala-ssha-po-chislu-novykh-sluchaev-koronavirusa-.html	0529
OK	https://35media.ru/news/2020/05/29/zhenshhinu-spasli-rosgvardejcy-iz-vody-v-vologde	https://vologda-poisk.ru/news/proisshestviya/v-vologde-omonovets-spas-50-letnyuyu-zhenschinu-reshivshuyu-pereplyt-reku-na-spor	0529
OK	https://ria.ru/20200529/1572205070.html	https://www.vedomosti.ru/society/news/2020/05/29/831509-v-moskve-za-sutki-skonchalis-78-patsientov-s-koronavirusom	0529
OK	https://www.pnp.ru/politics/volodin-nazval-samye-vazhnye-zakony-prinyatye-deputatami-v-mae.html	https://www.oreanda.ru/gosudarstvo/volodin-nazval-naibolee-vajnye-prinyatye-v-mae-zakony/article1319705/	0529
OK	https://interfax.com.ua/news/economic/665631.html	https://fakty.com.ua/ru/ukraine/20200529-kvytky-vid-e20-wizz-air-vidkryvaye-rejs-kyyiv-zaltsburg/	0529
OK	https://planet-today.ru/novosti/obshchestvo/vne-politiki/item/122522-psikholog-stav-zhertvoj-nasiliya-v-detstve-kostyushkin-poshel-po-odnomu-puti-iz-trekh-stal-klounom	https://nation-news.ru/526415-stav-zhertvoi-nasiliya-v-detstve-kostyushkin-poshel-po-odnomu-puti-iz-trekh-stal-klounom	0529
OK	https://ria56.ru/posts/orenburgskij-uchitel-fiziki-otpravitsya-na-shou-andreya-malaxova.htm	https://vestirama.ru/novosti/20200529-12.46.33.html	0529
OK	https://ptzgovorit.ru/news/stena-kremlya-chastichno-obrushilas-v-velikom-novgorode	http://www.trud.ru/article/29-05-2020/1390414_v_velikom_novgorode_obrushilas_chast_steny_kremlja.html	0529
OK	https://www.vesti.ru/doc.html?id=3269412	https://hightech.fm/2020/05/29/google-distance	0529
OK	https://www.rbc.ru/business/29/05/2020/5ed0e02c9a79474eab40b1b7	https://www.rosbalt.ru/business/2020/05/29/1846188.html	0529
BAD	https://www.pravda.ru/science/1498588-technologies/?utm_source=yxnews&utm_medium=desktop&utm_referrer=https%3A%2F%2Fyandex.ru%2Fnews	https://akket.com/raznoe/212749-novyj-google-chrome-lomaet-rabotu-mnogih-sajtov.html	0529
BAD	https://tass.ru/ural-news/8596825	https://www.onlinetambov.ru/news/society/michurinskiy-puteprovod-budet-stroit-kuybyshevskaya-pmk/	0529
OK	https://newgrodno.by/auto/rasshireniya-parkovka-na-bolshoj-troitskoj-v-grodno/	https://grodnonews.by/news/stroitelstvo/parkovku_na_bolshoy_troitskoy_nemnogo_rasshiryat_i_ulozhat_1_300_tonn_asfalta_.html	0529
BAD	https://www.sq.com.ua/rus/news/novosti/29.05.2020/v_harkove_masshtabno_rekonstruiruyut_skver/	https://interfax.com.ua/news/general/665422.html	0529
BAD	https://rostov.mk.ru/social/2020/05/29/v-rostovenadonu-nashli-propavshego-podrostka.html	https://iz.ru/1017347/2020-05-29/vozbuzhdeno-delo-posle-smerti-sbezhavshego-iz-internata-podrostka	0529
OK	https://meduza.io/news/2020/05/29/butylka-konyaka-1762-goda-prodana-na-sotheby-s-za-118-5-tysyachi-funtov	https://www.capital.ua/ru/news/141988-butylku-frantsuzskogo-konyaka-prodali-na-torgakh-sothebys-za-150-tysyach	0529
BAD	http://lostfilm.info/news/id38453/	https://pluggedin.ru/open/novoe-podtverghdenie-igry-po-garri-potteru-24453	0529
BAD	https://newstula.ru/fn_566137.html	https://omskzdes.ru/society/69946.html	0529
BAD	https://kikonline.ru/2020/05/29/na-vodoemah-kurganskoj-oblasti-pojmali-60-narushitelej/	https://iz.ru/1017231/2020-05-29/mesta-okhoty-na-kabana-razygraiut-v-ulianovskoi-oblasti	0529
